id,text,label,label_name,source_file
pos_cv192_14395,"in some regards , making a movie is like trying to stretch a rubber band as far as you can without breaking it . 
try too hard , and it snaps ; but too much reservation means someone else will come along and pull it farther . 
in simon birch , director mark steven johnson shows us just how to master the technique : he takes advantage of caution and poise , but also risks his movie with a few bold steps . 
in the end , he's not only holding an unbroken band , but he makes the audience appreciate the lengths he went to direct such a fine feature . 
there's no doubt about it : the film that johnson has crafted is rich . 
he chooses for his setting the quaint town of gravestown , maine - leaves turn bright orange in the fall , the grass is a lush green , pure white snow falls in the winter , and the sky goes on forever . 
the characters continue that turn : our two leads are simon birch ( ian michael smith ) and joe wenteworth ( joseph mazzello ) . 
simon is the smallest baby ever born within the records of the local hospital , and by age twelve he's only two feet tall . 
joe is the bastard son of rebecca ( ashley judd ) , and by age twelve he's ready to know who is father is . 
naturally , the two outcasts become good friends and share many adventures together , from disrupting sunday school to doing community service to playing little league baseball . 
in a wonderfully executed performance by ian michael smith , simon birch is convinced that he's god's instrument , and there must be a reason he's so small . 
joe doesn't quite buy it , but he sticks by simon ; the two tough it out through the worst of times and are each other's only true friends . 
early on , the two meet up with ben goodrich ( oliver platt ) , rebecca's new boyfriend , and although the bond isn't immediate , ben and the two boys develop a liking for each other . 
both platt and judd give solid performances that lend their characters a deep likeability . 
the audience cares about them as much as they do about joe and simon , a testament to the acting jobs of both . 
finally , jim carrey gives a cameo as the adult joe in the present day , and his few minutes here are relatively more impressive than his entire performance in the truman show . 
mark steven johnson's sense of drama and writing is fantastic . 
the script is loosely based on john irving's novel , a prayer for owen meany , but it's so far off the source material that irving actually requested the credits be changed from 'based on' to 'suggested by . ' 
along those same lines , it's almost unfitting to compare the two ; johnson uses tension , humor , atmosphere , and suspense to create an original drama of forrest gumpian proportions . 
by no means has he developed a project of similar popularity - gump made over 300 million dollars while birch ought to pass out of sight in a few weeks - but the winning idea remains the same . 
simon birch is a different look at a different life , and one that will most likely be studied in film school classes in decades to come . 
in the present , however , it's an enjoyable little picture that everyone ought to take a look at .",1,positive,pos/cv192_14395.txt
pos_cv327_20292,"review : a dog of flanders is the story of an adorable little boy named nello and his trials and tribulations in 19th century flanders . 
living with his grandfather jehan ( jack warden ) in poverty , nello finds happiness in his life in spite of difficult times ( they are renting a spare one-room cottage , and the greedy , malevolent landlord who owns it threatens to throw them `out of the house' if they don't pay the rent ) . 
nello also has a rather creative talent for drawing some of the most beautiful pictures that i have ever seen , in either a movie or in real life . 
 ( his hero is peter paul rubens , the great flemish painter of the 17th century . ) 
not that these are the only things that make nello's life happy , however . 
he has a dog of flanders , whom he names patrasche , who is a heroic rin-tin-tin of the 19th century , whom he rescues from his cruel , unkind master . 
in addition , he even has a best friend ( and future sweetheart ) in the lovely , wealthy aloise , whose father strongly disapproves of her hanging out with `lower-class' nello . 
 ( he thinks he's not good enough for her , and he would hate the idea of the two kids marrying . ) 
but then , he was a poor guy himself before he married ( as mentioned later on in the film ) . 
one day , nello encounters a mysterious , yet kindhearted artist named michel la grande ( played wonderfully by jon voight ) , who tells the boy to keep drawing from his heart , and that perhaps one day he might land a career in being an artist . 
and every christmas , there is a contest on which is the most beautiful painting of the year ; the winner getting a lot of money . 
eager to save his home ( and his aging , dying grandfather ) , nello willingly decides to become an artist , asking aloise to pose for him . 
one night , the two travel to a circus , where they have their fortune told ? one of the film's most delightful scenes ? that great happiness is destined for them . 
she gives the kids a ring , whom nello places on aloise's hand . 
 ; ) afterwards , the two kids have a rollickingly good time dancing around in front of circus performers . 
unfortunately , things are not all `la-dee-dah' in this tale . 
aloise's father finally becomes so angry with nello that he forbids him to ever see aloise again . 
bad enough that they can't see each other ( although we know nello and aloise , don't we ? ) , but that's only the start of nello's troubles . 
aloise's farm is burned down , and nello is wrongfully accused ( by the landord of his cottage ) for starting the fire in order to take revenge on being forbidden to see aloise . 
this decreases nello's reputation around the town , save aloise and her parents , and a kindly miller , william , who is very sweet to nello every time he drops by . 
matters get much worse for nello when his grandfather dies , and he has to pay for his funeral . 
but then things really get nasty when the landlord exiles nello from his own home ( for not paying his rental ) ? permanetly . 
this means that nello and patrasche have to starve and walk out in the cold , freezing wind . 
worst of all , the painting that he has desperately been working on during all this time , `the portrait of the princess' , fails to win the prize at the festival . 
now nello and patrasche are really depressed , and close to freezing to death . 
will nello be able to find any happiness in his life ? 
will patrasche save the day ? 
will nello make the fateful trip to join his mother and grandfather in paradise ? 
a dog of flanders is a delightful , heartwarming family film that is sure to entertain kids of all ages . 
even older ones who consider themselves too `sophisticated' for kiddie fare will be surprised to hear that this film is for grown-ups , too . 
there have been other movies of this ilk ( boy and dog ) , and while this one falls into that category , it is mostly a story about overcoming difficulties and finding a good home for yourself . 
move over ? or rather , roll over ? old yeller , this dog of flanders is a heartwarming delight . 
the cinematography , courtesy of walther van den ende is beautiful , and really adds to the powerful drama of the film . 
it also gives a feel of being in flanders ( the whole film was respectably shot in flanders ) . 
the music from richard friedman is also remarkable ; an evocative , poignant score that recaptures music from the 19th century . 
the opening song over the credits is very beautiful ( i hope the soundtrack is available ! ) , and there's a brief excerpt of `cheer up , charlie' from willy wonka and the chocolate factory ( sung by aloise , to nello , in another delightful scene ) . 
the cast is first-rate : jesse james and jeremy james kissner , who play nello , are some of the most endearing , adorable young stars i have ever seen in my whole life ( so are the girls who play aloise , madyline sweeten as the younger , and farren monet as the older ) . 
not that they are the only good stars , however . 
jack warden is ideal as jehan , eliciting just the right amount of humor and compassion required for the character . 
 ( the scenes involving him and nello are heartwarming , touching ones . ) 
also , bruce mcgill is charming as the kindly miller william . 
he's another one of my favorite characters in the film . 
but jon voight , as i mentioned before , is the perfect choice for michel . 
he brings a mysterious , yet gentle performance that makes us all feel good again when he reassures insecure nello that he * can * win the contest . 
but what makes this film fun to watch is how well-defined the characters are , and the pace of the story ( best of all , it has a happy ending ? though i will * not * give it away ; sorry ) is strong and powerful enough for us to identify with the characters . 
for the first time since the beginning of 1999 , there comes a film which doesn't rely on popular formula stuff , such as big-budget special effects , commercial rock soundtracks , or any of that stuff . 
this one relies on telling a fully character-oriented story , with just the right amount of heart , humor , and drama . 
that , to me , is what makes a dog of flanders all the more delightful . 
eleanor o'sullivan of `the home news & tribune' noticed this , and was kind and generous enough to welcome it : `for want of a better word , a glow surrounds a dog of flanders . 
its heart is in the right place and it engages you . 
you can guess where the film is going because this is well-traveled territory , but with pros like voight and appealing young performers like kissner , an often-told story is well worth a revisit . ' 
in addition , there were a couple of other enthusiasts , such as chicago-sun times and the washington post ( you should read their reviews ; they're really positive ) . 
other critics , however , were not so kind . 
stephen holden of `the new york times' had more than a share of beatings to lay upon a dog of flanders via pen writing . 
he found the film to be a `sea of sugary bromides' and condemned mr . voight's character as `hopelessly wooden ? adopts an accent even more indeterminate than the one he came up with for anaconda . ' 
in addition , `entertainment weekly' slam-dunked the film , condemning it as `the worst family film of the year . ' 
there have been so many other bad reviews like this , too . 
my suggestion : disregard the critics . 
they just have a big problem with touching family films , and one should never pay attention to them . 
this dog of flanders may only be a little `family' movie ( it probably won't be a big hit in the style of titanic , but then again no other film has been since then ) , but that is not a bad thing in and of itself . 
this is a story that is sure to warm your heart , and that is what really matters about a dog of flanders . 
it is also one of the better family films around this year . 
none of the other films i have seen this year ( though they were good ) have been so low-key and touching . 
if you're looking for family-style entertainment , look no further than this charming boy-and-dog yarn . 
go see it while you still can , for as i mentioned , it might not be a big bow-wow at the box office for a long time . 
see it while you can . 
there is really no need to compare a multi-million dollar blockbuster such as star wars : episode i ? the phantom menace or tarzan , or even the iron giant with a tender , sweet little family movie .",1,positive,pos/cv327_20292.txt
pos_cv474_10209,"let's face it : the $100 million-plus smash that was "" goldeneye "" was not a good film by any means , and as a bond movie was only marginally better than , say , "" a view to a kill "" or either of the timothy dalton pictures , by virtue of nice pacing . 
but it did revive the series , and granted the producers some new directions in which to take the it ( ie . 
the new "" m "" is a woman ) . 
 "" tomorrow never dies "" is the picture "" goldeneye "" should have been ; it's also the most entertaining bond outing since "" the spy who loved me "" . 
the new picture opens with china considering war with britain after a standard military operation is misconstrued as a hostile threat from an english submarine . 
as an attack occurs , the front-page headline is already being prepared , courtesy of carver media . 
carver ( pryce ) the man is a deluded magnate , a sort of hybrid of ted turner , bill gates , and peter sellars' german scientist from "" dr . 
strangelove "" ( physically , pryce even recalls sellars in his kubrick days ) . 
it's up to james bond to take him down , with assistance , of course , from a wealth of gadgets ( including a multi-purpose cell phone ) , and beautiful women . 
enter michelle yeoh , fresh from "" supercop "" , as a chinese secret agent with her own agenda ; with effortless grace , she cat burgles , dispatches baddies seemingly with the ease of preparing pasta , and refuses the advances of our philandering hero . 
they make a great team . 
 "" tomorrow never dies "" is a surprisingly entertaining and efficient film , given that at the helm is none other than the director of "" turner & hooch "" . 
spottiswoode has crafted some breathtaking set pieces , each much more intricate and impressive than , for instance , the tank scene in "" goldeneye "" . 
moreover , brosnan has at last settled into the role some feel he was born to play ; last time out , the fate of the franchise rested on his shoulders , and there was noticeable discomfort in his body language . 
returned in brosnan's eyes has some of the playfulness he demonstrated for so many years on tv's "" remington steele "" , as has his deadpan wit . 
and though carver's motives are muddy ( when carver explains that "" genius is insanity with some success "" , screenwriter fierstein is taking a lazy shortcut ) , pryce makes an agreeable , memorable villain . 
in the future , they should pursue actors as talented and experienced as pryce to breathe life into these cardboard figures . 
there a few too many explosions in "" tomorrow never dies "" , perhaps so many they qualify as dialogue . 
and it could have used a sharper script , though i was amused by the double entendres , none of which i will reveal here . 
as it stands , the plot suffers many holes ( i'm not taking about implausibilities ) , and the dialogue tends towards the hackneyed . 
now that the elements are in place : modern special effects and stunt work , cool pierce brosnan , kickass female allies . . . 
it's time to put them to use in something truly special . 
there's no mistaking , however , that "" tomorrow never dies "" is ideal holiday escapism , and for the first time in perhaps years , you'll walk out wanting more bond movies . 
-reviewed december 17 , 1997",1,positive,pos/cv474_10209.txt
pos_cv751_15719,"life is beautiful is a rare treat : a lighthearted comedy that tackles a very serious subject without committing the sins of being disrespectful , or , even worse , humorless . 
it combines a charming romance with a dash of farce , stirs in a little poignancy , and ends up a very enjoyable movie . 
it's an italian film , but don't let that discourage you . 
subtitle-phobes will be missing a wonderful experience . 
life is beautiful opens as a sweet romantic comedy , with the clownish , but good natured guido ( roberto benigni ) arriving in a rustic italian town to work as a waiter for his uncle . 
the year is 1939 , and guido literally stumbles into the girl of his dreams , dora ( nicoletta braschi ) . 
their romance seems to be picture perfect , with only one stumbling block : she's already engaged to another man . 
can guido overcome the odds and win his girl ? 
what do you think ? 
however , five years later , things have taken a turn for the worse in italy . 
the fascists have stepped up their race initiatives , which is bad news for the jewish guido and his new son giosue ( giorgio cantarini ) , who are rounded up and shipped off to a concentration camp . 
unable to protect his boy in any other way , guido attempts to shield his young son from the horrors of the labor camp . 
he pretends that everything is all an elaborate game , with points awarded for such tasks as hiding , being brave and being very very quiet . 
as you can tell from the description , life is beautiful has two very different tones , but manages to excel at both of them . 
as a romantic comedy , it is sweet and funny . 
as a bittersweet tale of hope amid despair , it is touching . 
roberto benigni's work here has been compared with some of the best of chaplin's , and it is easy to see why . 
he is able to run the gamut of comic expression , from slapstick to farce , with a warm-hearted feeling that celebrates his downtrodden hero's "" triumph of the underdog "" spirit . 
life is beautiful treads a thin line when it turns its attentions to the holocaust . 
however , it is able to successfully navigate the minefield , without demeaning the gravity of the horrors involved , nor without losing its humorous edge that allows you to smile through the tears . 
with life is beautiful , benigni has created a triumphant , but bittersweet comedy . 
it's quite simply one of the most enjoyable times i've had at the movies this year .",1,positive,pos/cv751_15719.txt
pos_cv249_11640,"upon arriving at the theater during the opening credits , i took my seat and prepared myself for what appeared to be "" hellraiser meets the crow "" . 
but as soon as kiefer sutherland began speaking the narrative monologue , describing "" the strangers "" and their reasons for contacting human beings , i was hooked . 
there was something especially compelling about the nature of his voice . 
i knew from the start that i was going to witness the actions of his character rather than the actor attempting the character . 
sutherland played the role as a true veteran . 
upon the completion of his monologue , the camera arrives on sutherland in such a fashion that you can only wonder how long alex proyas spent on cinematography . 
i would imagine , for a film of this caliber , that maximum hours of work were spent where they were needed the most . 
the film flowed beautifully . 
as i was being taken through the intricate regions of the "" dark city "" , a clever plot began to unravel , to the point where the last time i had seen such clever plot twists were in "" the usual suspects "" . 
not to mention a series of special effects that would make james cameron literally turn green with envy . 
but if you're not exactly the biggest sci-fi fan , caveat emptor . 
get ready for the atmostpheric darkness of "" 12 monkeys "" or "" the crow "" without the boredom or depression . 
the concept of the plot is as mindstretching as "" 12 monkeys "" was , however , so be prepared and be sophisticated . 
and imagine a picture that finally does justice to the comic-book-gone-feature-film fad that hollywood has recently become abusive of . 
dark city simply puts "" spawn "" to shame . 
in fact , during the climax of the film i couldn't help but feel the strong presence of an "" akira "" -esque explosion throughout the general feeling of the movie . 
so my initial predictions were wrong . 
this film is anything but the meloncholy of "" hellraiser "" parts one through five . 
i'm never one to base a film entirly on special effects , so know that when i give dark city 
it's actually because the film contained all of the neccessary ingredients to keep me entertained and awake from storyline to plot twists to camerawork to even ( tsk , tsk ) special effects . 
not since contact have i recieved such deep insight into the way the human mind operates and never this year have i been so blown away . 
the best film i've seen all year , and easily one of the best i've ever seen",1,positive,pos/cv249_11640.txt
neg_cv506_17521,this film is extraordinarily horrendous and i'm not going to waste any more words on it .,0,negative,neg/cv506_17521.txt
pos_cv793_13650,"as the small boats rock slowly toward the shore at omaha beach normandy on d-day , the weary , seasick soldiers take a deep breath and open the large protective shield at the back of the boat . 
they are unaware of exactly what is going to happen . 
one man kisses the crucifix that hangs around his neck . 
as the flap falls , the battle begins . 
they are trapped like rats in a cage and proceed to be blown to pieces in the wake of enemy gunfire . 
amid the chaos of this massacre , stands a shot that , at least for me , hangs in the air like the girl in the little red coat in schindler's list . 
a soldier , clearly missing an arm , wanders around the body-strewn beach like a lost puppy . 
we are not invited to know what he is searching for until he finds it himself . 
he bends over , picks up his arm and starts to carry it , probably not bothering to ask himself ; "" what now ? "" 
saving private ryan is a masterfully composed film . 
the direction is out of this world , surely the type of command that can win spielberg another directing oscar . 
the cinematography , by janusz kaminsky , is also astounding . 
but be forewarned , this is the most violent and graphic film i have ever seen . 
the articles you read and the warnings you see are justified ; saving private ryan is visually as disturbing as a film can get . 
the question is , "" does the story and its realism justify the excessive use ? "" 
the answer from my point of view is "" no "" . 
braveheart was a truly gritty , and , one would imagine , realistic battle film . 
ryan is ten times worse . 
expect disembowelments , sucked in skulls , heads blown to bits , arms and legs flying across the battlefield . 
many in the theater could not bear to watch . 
and it is a shame , too , because this is otherwise by far one of the standouts this year . 
but such graphic displays may turn away even the most loyal spielberg supporters ( and academy members ) . 
saving private ryan takes us from the attack at omaha beach on d-day , 1944 , through into the film's primary mission . 
captain miller ( hanks ) assembles an 8 man crew and sets off to find a missing solider , private ryan , whose three brothers have already been killed on the battlefield . 
the government goes to great lengths to make sure that mrs . ryan doesn't recieve a fourth letter of condolences about her sons , that no person should suffer such injustice . 
miller's crew is not in favor of the mission and they begin to harbor a secret hatred for ryan , though they don't yet know him . 
they resent having to trudge out to bring home one soldier who doesn't have any more or less right to live than any of them . 
this film manages to keep up a rapid pace and , though there is a lot of set up between battles , the story continues full speed to the end . 
the pacing and dramatism of the extremely well choreographed battle scenes is really in a league of it's own . 
spielberg , though not a student of the "" quick cut "" school of filmmaking , takes a stab at it here , and does it better than michael bay or any of his mtv counterparts could ever hope to do it . 
bay should pay close attention , take copious notes . 
if you want to jump cut every two seconds , do it the way spielberg does it in ryan . 
in the end , the extremity of the gory violence is not justified by the "" importance "" of the film . 
schindler's list taught many people the truth about the holocaust . 
it opened eyes , sparked debate and study . 
though the battle scenes in ryan have never been portrayed as realistically before , they don't amount to anything as serious or thought provoking as the schindler's list . 
overall , this is just the truest depiction of the old adage , "" war is hell . "" 
but braveheart-dosage would have fit this movie much more appropriately , and would have made the difference between me getting up the nerve to see it again some day and realizing that this is something i doubt i could endure again . 
masterful work marred only by excessive gore .",1,positive,pos/cv793_13650.txt
pos_cv318_10493,"only a year after the initial release of "" scream , "" the horror send-up from veteran horror director wes craven and screenwriter kevin williamson that seemed to breathe new life into the slasher genre , the inevitable sequel "" scream 2 "" has arrived in our theaters . 
while the tongue-in-cheek , parodic element is still noticeable in this film , it's really a sideshow to a broader commentary on violence and the media and a more conventional horror story . 
the first film , while often violent and gruesome , was mostly lacking in genuine scares because almost every scene was played for camp value and the discussion of the quirks and cliches of horror movies was nearly constant . 
the premise of "" scream 2 "" is that a series of copycat killings begin when a movie called "" stab , "" based on a book written by opportunistic reporter gail weathers ( courtney cox ) about the events in "" scream , "" is released and two audience members are killed during the opening screening . 
i had heard about this scene before i went to see the film and was surprised to find this sequence largely lacking in camp comedy . 
its conclusion , in which a bleeding , wounded woman stumbles in front of the screen and dies in front of an audience that cheers on because they think it's a publicity stunt , is more surreal and disturbing than anything else . 
the satire in "" scream 2 "" thus takes on a broad focus and gradually evolves into an exploration of media perceptions in general . 
although resident horror film geek randy ( jamie kennedy ) is back with fresh dialogue about sequels ( and , interestingly enough , how they are usually inferior to their predecessors ) , the characters in this movie are drawing from other entries in the pop culture encyclopedia as well . 
everything from "" friends "" and "" saved by the bell "" to "" showgirls "" and "" terminator 2 "" is referenced here ; horror is only one of many genres available for lampooning , and there aren't any "" wes carpenter "" jokes this time . 
more importantly , this film portrays characters willing to go to disturbing lengths for media attention as well as characters whose perceptions have clearly been warped by what they have seen on tv and film . 
the killings are clearly an imitation of the previous murders from "" scream "" ( in fact , the culprit even plans to use the influence of horror movies as a courtroom defense ) , weathers exploits the situation for her own notoriety , and one man seems willing to save the heroine's life only if it will earn him an interview on the today show . 
understandably , "" scream 2 "" does not go so far as to actually blame the movies , but rather shows that those who do imitate horror movies are already sick and twisted . 
couple that with the fact that several of the characters , most notably the lead character sidney prescott ( neve campbell ) , are fairly well-developed and that there are some genuine moments of spine-chilling suspense , and what we have is a pretty darned good horror movie in its own right . 
we don't just get the horror of scary masks and graphic gore - we also get the horror of sympathetic characters who seem helpless as their friends are slaughtered ( and , in one case , a significant character who was an audience favorite even bites the dust ) and whose lives have been reduced to constant fear of a crazed murderer lurking around the corner . 
while i have not seen any of his other work , it's easy to see why craven is generally touted as the most sophisticated "" slasher film "" director , as he clearly cares about something more than just the actual acts of slashing . 
unfortunately , "" scream 2 "" occasionally reverts to the time-honored horror tradition of throwing logic out the window . 
for example , several characters seem quite clearly dead and inexplicably turn up alive later - there has been a running gag in both movies about the villain being able to pull off this particular trick , but it also happens with other characters and in an even less believable fashion . 
there are also a few scenes in which the killer suddenly appears behind the next victim in a situation such that ( s ) he clearly would have been seen moving in that direction . 
as for the question of whether or not "" scream 2 "" is yet another sequel not as good as its predecessor . 
 . 
 . 
well , it's hard to say . 
i gave the first "" scream "" 3 1/2 stars as well because it worked pretty consistently as a light-hearted send-up . 
 "" scream 2 "" bounces all over the place stylistically , but it does a better job delivering the genuine scares and asking the questions about media violence that were only hinted at in the first installment . 
i'm not sure which is the better movie , but i did leave the theater convinced of one thing : sequels , however much randy might argue , do not necessarily suck .",1,positive,pos/cv318_10493.txt
pos_cv180_16113,"i know what i would do with $4 . 4 million if i found it in a previously undiscovered airplane crash site , especially if i were with jacob and lou . 
 ( huh ? ) 
well , in any event , that is the situation hank ( paxton ) finds himself in . 
he and his dim-witted brother jacob ( thorton ) and tubby friend lou ( brent briscoe ) come upon a large bag of cash inside a plane wreck . 
against his better judgement , hank decides to go along with the idea of keeping it rather than going to the authorities . 
the rest of the film is a question of who is going to die to keep this a secret , and is it worth it ? 
a simple wish lies along the lines of very bad things , clay pigeons and even fargo , and is kind of wrapped all into one little dark bundle . 
oh , and its much better than any of those . 
sam raimi took a departure from his normal freak-show horror-monkey films and made this stylish and intriguing picture . 
he really lets the audience sit back and watch the events unfold rather than force them down our throats as many directors prefer to do . 
i think raimi knew he had a winner on his hands and decided to direct the picture on a natural flowing course . 
one of the film's components can be linked to a recurring theme in terrence malick's the thin red line . 
in malick's three hour bore-a-thon , he makes an interesting attempt to link mother earth to his war story . 
it seemed nothing more than an occasional pretty cut to a field of flowing grass , a small bird , or a flowing body of water . 
sure , there were obvious metaphorical connections , but there was no subtlty to his efforts . 
raimi does a fine job of tying in a fox in a chicken coop and birds of prey to signify the future of the characters . 
i think most viewers may miss the comparison , but it is a very intriguing ingredient in the film . 
and then there's billy bob thorton , who is proof that the independent film industry is vital to the life blood of hollywood . 
if it can continute to produce people like thorton , hollywood will be ok . 
he gives a fantastic and devastatingly deep performance here . 
it is not as engrossing as his carl childers character in slingblade , but is is just as complex , if not more so . 
jacob is slow and simple , and yet we so often see him deep in thought . 
i wondered if he was thinking about things that he would never say ( or didn't know how to say ) or if he was just taking a long time to think about the thing he just said . 
here he really proves his worth as one of the best character actors in the industry . 
though the plot is somewhat unoriginal , it has a very appealing new twist in its characters . 
paxton gives one of the better performances of his career as the straight and serious leader of the group ( a far cry from chet in wierd science ) . 
perhaps bridget fonda is miscast as his advice-giving wife , but she certainly doesn't do anything ruin the picture . 
a simple plan can be included in the group of recent small hollywood films that is just dark and pretty un-redeeming . 
but at least this one has an important message , unlike so many of its counterparts .",1,positive,pos/cv180_16113.txt
pos_cv665_29538,"capsule : the director of cure brings a weird and very complex concept to the screen . 
one viewing will not be enough to understand fully the premise of pulse . 
the idea is something about ghosts and the internet . 
the film has an amazing apocalyptic style . 
 , +2 ( -4 to +4 ) 
perhaps the most disturbing ( and disturbed ? ) 
filmmaker in the world is kiyoshi kurosawa . 
his films all seem to have one style , bleak . 
the worlds he creates are terrifying and cold . 
little known in the us to date , his films deliver the kind of horror that so many of our filmmakers promise and are unable to deliver . 
most of his ideas are fresh and at the same time morbid . 
his 1998 film cure , with one of his niftiest ideas , is just now getting a sadly limited release in the us and hopefully enough people will see it that his name will soon be one to conjure with . 
cure is probably his classic . 
last year he released seance , a remake of seance on a wet afternoon . 
that was perhaps a miscalculation inserting supernatural elements into a non-supernatural story . 
pulse is kurosawa back on form . 
taguchi , a young computer expert , is late with his delivery of some important software . 
two co-workers go to his apartment and find it a dismal dark affair in spite of his computer equipment . 
taguchi , acting very strangely , lets his friends look for the missing software . 
meanwhile he slips behind a plastic curtain . 
when he fails to respond to calls his friends follow him behind the curtain and discover he has hanged himself . 
if that was not horror enough the body seems to disappear leaving just a strange dark mildew-like spot on the wall . 
taguchi's computer seems to have been infected with some kind of computer virus . 
people whose computer gets the virus seem superficially to die via suicide . 
but they are not entirely dead . 
their spirits seem to remain present somehow in the real world and on the internet . 
people who get the computer virus are asked if they want to see a ghost . 
if they say yes , they seem to be able to see real time images of the spirits still nearby somehow . 
the computer shows them impossible images of ghosts in their own rooms as seen from cameras that do not exist . 
this is all somehow connected to heaven and hell somehow filling up and overflowing "" like a computer disk . "" 
instead the dead seem to be staying on earth and inhabiting computer viruses . 
there is some sort of passage between worlds having something to do with doors marked with red tape and strange electronic disturbances on computers . 
leave it to kurosawa to find a new kind of death . 
this is a film that has more weird ideas piled together than lifeforce and somehow kurosawa makes the film all work . 
it may not totally convey his message of isolation and its parallels to death , but whatever it does convey is nightmarish . 
kurosawa , who directs his own screenplay , ties his story into the real world with some familiar and accurate computer discussion . 
frequently the plot is advanced with character hunches being assumed to be fact . 
his plotting is frequently hard to follow and always very strange . 
junichiro hayashi , the cinematographer who recently has been doing all of kurosawa's films , creates a dark , cold , and gloomy tone . 
images are obscured by semi-lighting or are behind plastic curtain . 
scenes are not milked for their horror the way american exploitation films might . 
people are shot with guns but there is little if any blood in evidence . 
seeing black silhouettes on computer screens is not immediately scary . 
kurosawa is not going for and easy visual shock , but a deeper metaphysical dread . 
of any horror filmmaker in the world , kiyoshi kurosawa is the one to watch . 
i rate this metaphysical look at isolation a 7 on the 0 to 10 scale and a +2 on the -4 to +4 scale .",1,positive,pos/cv665_29538.txt
pos_cv126_28971,"i have to say it . 
tim burton's retelling of planet of the apes is more fun than a barrel of monkeys . 
ok , that's off my chest . 
no more monkey puns , i promise . 
seriously , though , planet of the apes is one rip-roarin' summer outing , filled with thrills , action , adventure , wit and bits of funny ( dare i say , monkey ) business . 
i know , i know , i promised . 
and for those film buffs who are fond of the original , burton's version includes a couple tips of the hat to that movie . 
mark wahlberg stars as capt . leo davidson , a deep-space pilot whose ship gets drawn into a magnetic field and hurled into the future . 
he crash lands on a planet where apes are the dominant species and humans are hunted , captured and sold into slavery . 
despite being darker than the original , burton's film is not as heavy handed nor as sanctimonious . 
some of the movie's flashes of humor are surreal as well as typically burton : an organ-grinder ape with a midget or an elderly ape taking off a wig and removing false teeth as he prepares for bed . 
then there are the parents who buy a little girl as a pet for there young daughter . 
the seller advises the parents to get rid of the girl before she reaches puberty : "" one thing you don't want in your house is a human teen-ager , "" he says . 
you don't have to be an ape to realize the truth in that statement . 
touches such as these are what stamps this movie with burton's brand . 
lines that hearken back to the original movie are sprinkled throughout : the first words spoken by an ape to davidson as the astronaut is regaining consciousness and grabs the simian's foot to try righting himself are : "" take your stinking hand off of me , you damned , dirty human . "" 
anyone familiar with the first version of the film will , of course , recognize the irony in that piece of dialogue . 
another of burton's in-jokes is to have charlton heston , star of the original , play the chimpanzee father of tim roth's gen . thade . 
the young chimp goes to visit his dying father . 
both have one thing in common , a hatred of humans . 
with his dying breath , the elder spews out his vile : "" damn them , damn them all to hell , "" he says before expiring . 
that is the famous line heston's taylor shouted at the conclusion of the original after discovering the planet's terrible secret . 
the performances throughout are top-notch . 
wahlberg plays davidson not as some gung-ho hero , but as a confused and somewhat frightened explorer who only wants to return home . 
he is reluctant to lead the human rebellion ; his only objective being to find a way off this upside-down planet . 
this hesitation is what makes his character believable and vulnerable . 
roth is ferocious , cunning , cruel and savage as the fascist chimp who wants to rid his planet of all vestiges of humanity . 
he leaps and bounds as if he had springs on his feet . 
it is a masterful turn . 
helena bonham carter is ari , the chimp who believes that apes and humans can live in peace and as equals . 
hers is a smart , compassionate characterization . 
michael clarke duncan is big and brutal as attar the gorilla aid to thade who blindly follows his leader until his faith is shaken . 
a fine comic outing is given by paul giamatti as limbo , the ape slave trader making a living off the misery of the humans he captures . 
as the battle between apes and humans looms , the cowardly limbo pleads , "" can't we all just get along , "" echoing the words of rodney king . 
much of the success of planet of the apes goes to burton's technical crew , especially production designer rick heinrichs and the legendary rick baker who created the ape makeup . 
burton's musical collaborator , danny elfman , provides another fine score , though it is not as memorable as his work on batman or sleepy hollow . 
the movie's only letdown comes at the very end where burton tries to outshock the finale from the 1968 original . 
he comes close , but falls short . 
otherwise , planet of the apes is what a summer movie should be : an amusement park ride filled with lots of action , stunts and a few laughs . 
this is one feature in which the expectations lived up to the pre-release hype .",1,positive,pos/cv126_28971.txt
